Project Name,Package Name,Type Name,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,YALCOM
lombok,lombok.javac.handlers,SuperBuilderJob,3.0,3.0,3.0,3.0,1.0,0.0
lombok,lombok.javac.handlers,HandleSneakyThrows,6.0,0.0,4.0,1.0,0.0,0.0
lombok,lombok.javac.handlers,HandlePrintAST,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.javac.handlers,HandleBuilderDefault,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.javac.handlers,HandleHelper,10.0,0.0,5.0,3.0,0.0,0.6
lombok,lombok.javac.handlers,HandleBuilderDefaultRemove,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.javac.handlers,HandleFieldNameConstants,6.0,0.0,4.0,2.0,1.0,0.5
lombok,lombok.javac.handlers,HandleFieldDefaults,3.0,0.0,3.0,1.0,0.0,0.0
lombok,lombok.javac.handlers,HandleCleanup,6.0,0.0,4.0,1.0,0.0,0.0
lombok,lombok.javac.handlers,HandleLockedWrite,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.javac.handlers,HandleSuperBuilderRemove,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.javac.handlers,HandleGetter,78.0,0.0,13.0,1.0,0.9375,0.0
lombok,lombok.javac.handlers,HandleBuilderRemove,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.javac.handlers,HandleVal,3.0,0.0,3.0,2.0,1.0,0.6666666666666666
lombok,lombok.javac.handlers,EnhancedForLoopReflect,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.javac.handlers.singulars,JavacJavaUtilSetSingularizer,3.0,0.0,3.0,3.0,0.0,1.0
lombok,lombok.javac.handlers.singulars,JavacJavaUtilSingularizer,3.0,0.0,3.0,2.0,0.0,0.6666666666666666
lombok,lombok.javac.handlers.singulars,JavacGuavaSingularizer,105.0,0.0,15.0,5.0,0.0,0.3333333333333333
lombok,lombok.javac.handlers.singulars,JavacJavaUtilListSetSingularizer,66.0,0.0,12.0,12.0,0.0,1.0
lombok,lombok.javac.handlers.singulars,JavacGuavaTableSingularizer,6.0,0.0,4.0,4.0,1.0,1.0
lombok,lombok.javac.handlers.singulars,JavacJavaUtilMapSingularizer,120.0,0.0,16.0,16.0,0.0,1.0
lombok,lombok.javac.handlers.singulars,JavacGuavaSetListSingularizer,6.0,0.0,4.0,4.0,1.0,1.0
lombok,lombok.javac.handlers.singulars,JavacGuavaMapSingularizer,6.0,0.0,4.0,4.0,1.0,1.0
lombok,lombok.javac.handlers.singulars,JavacJavaUtilListSingularizer,6.0,0.0,4.0,3.0,0.0,0.75
lombok,lombok.bytecode,AsmUtil,3.0,0.0,3.0,3.0,0.0,1.0
lombok,lombok.bytecode,PostCompilerApp,36.0,36.0,9.0,4.0,1.0,0.4444444444444444
lombok,lombok.bytecode,CmdArgs,0.0,0.0,3.0,3.0,0.0,-1.0
lombok,lombok.bytecode,PoolConstantsApp,6.0,6.0,4.0,4.0,1.0,1.0
lombok,lombok.bytecode,CmdArgs,0.0,0.0,2.0,2.0,0.0,-1.0
lombok,lombok.bytecode,ClassFileMetaData,265.0,95.0,5.0,1.0,0.8910344827586207,0.0
lombok,lombok.bytecode,PreventNullAnalysisRemover,6.0,0.0,4.0,4.0,0.0,1.0
lombok,lombok.bytecode,PreventNullAnalysisVisitor,1.0,0.0,2.0,2.0,0.0,1.0
lombok,lombok.bytecode,SneakyThrowsRemover,247.0,241.0,20.0,20.0,0.8636363636363636,0.8695652173913043
lombok,lombok.bytecode,SneakyThrowsRemoverVisitor,207.0,204.0,19.0,2.0,0.9,0.09523809523809523
lombok,lombok.bytecode,FixedClassWriter,3.0,0.0,3.0,3.0,0.0,1.0
lombok,lombok.permit,Permit,300.0,0.0,27.0,16.0,1.0083333333333333,0.52
lombok,lombok.permit,Fake,0.0,0.0,2.0,2.0,0.0,-1.0
lombok,lombok.permit.dummy,Child,0.0,0.0,3.0,3.0,0.0,-1.0
lombok,lombok.permit.dummy,GrandChild,0.0,0.0,14.0,14.0,0.0,-1.0
lombok,lombok.permit.dummy,Parent,0.0,0.0,2.0,2.0,0.0,-1.0
lombok,lombok.javac.java8,CommentCollectingParser,0.0,0.0,1.0,1.0,-0.0,0.0
lombok,lombok.javac.java8,CommentCollectingTokenizer,97.0,89.0,10.0,5.0,0.9,0.26666666666666666
lombok,lombok.javac.java8,PositionUnicodeReader,3.0,0.0,3.0,3.0,0.0,1.0
lombok,lombok.javac.java8,CommentCollectingScannerFactory,15.0,0.0,6.0,5.0,1.0,0.8333333333333334
lombok,lombok.javac.java8,MyFactory,1.0,0.0,2.0,2.0,0.0,1.0
lombok,lombok.javac.java8,CommentCollectingScanner,0.0,0.0,1.0,1.0,-0.0,0.0
lombok,lombok.javac.java8,CommentCollectingParserFactory,4.0,0.0,2.0,2.0,0.25,0.4
lombok,lombok.javac.java6,CommentCollectingParser,0.0,0.0,1.0,1.0,-0.0,0.0
lombok,lombok.javac.java6,CommentCollectingScannerFactory,15.0,0.0,6.0,5.0,0.0,0.8333333333333334
lombok,lombok.javac.java6,MyFactory,1.0,0.0,2.0,2.0,0.0,1.0
lombok,lombok.javac.java6,CommentCollectingScanner,20.0,19.0,6.0,3.0,0.9166666666666666,0.42857142857142855
lombok,lombok.javac.java6,CommentCollectingParserFactory,6.0,0.0,4.0,4.0,0.0,1.0
lombok,lombok.javac.java7,CommentCollectingParser,0.0,0.0,1.0,1.0,-0.0,0.0
lombok,lombok.javac.java7,CommentCollectingScannerFactory,15.0,0.0,6.0,5.0,0.0,0.8333333333333334
lombok,lombok.javac.java7,MyFactory,1.0,0.0,2.0,2.0,0.0,1.0
lombok,lombok.javac.java7,CommentCollectingScanner,20.0,19.0,6.0,3.0,0.9166666666666666,0.42857142857142855
lombok,lombok.javac.java7,CommentCollectingParserFactory,3.0,0.0,2.0,2.0,0.3333333333333333,0.5
lombok,lombok.javac.java9,CommentCollectingParser,0.0,0.0,1.0,1.0,-0.0,0.0
lombok,lombok.javac.java9,CommentCollectingParserFactory,7.0,4.0,3.0,2.0,0.5,0.4
lombok,java.nio.file,Path,0.0,0.0,0.0,0.0,0.0,-1.0
lombok,lombok.delombok.ant,DelombokTaskImpl,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.delombok.ant,Tasks,217.0,203.0,14.0,14.0,0.9653679653679654,0.6363636363636364
lombok,lombok.delombok.ant,Format,0.0,0.0,1.0,1.0,-0.0,0.0
lombok,lombok.delombok.ant,Delombok,132.0,128.0,13.0,9.0,0.975,0.5294117647058824
lombok,lombok.delombok,PrettyPrinter,5636.0,5494.0,79.0,6.0,0.9816545517480098,0.05555555555555555
lombok,lombok.delombok,UncheckedIOException,1.0,0.0,2.0,1.0,0.0,0.0
lombok,lombok.delombok,UnicodeEscapeWriter,0.0,0.0,1.0,1.0,0.375,0.0
lombok,lombok.delombok,DocCommentIntegrator,136.0,0.0,17.0,15.0,1.0,0.8823529411764706
lombok,lombok.delombok,CommentAttacher_8,55.0,0.0,11.0,11.0,0.0,1.0
lombok,lombok.delombok,FormatPreferenceScanner,20.0,19.0,6.0,2.0,0.8333333333333334,0.2857142857142857
lombok,lombok.delombok,LombokOptionsFactory,10.0,0.0,5.0,5.0,0.0,1.0
lombok,lombok.delombok,FormatPreferences,81.0,71.0,4.0,3.0,0.93006993006993,0.21428571428571427
lombok,lombok.delombok,DelombokResult,1.0,0.0,1.0,1.0,0.5333333333333333,0.0
lombok,lombok.delombok,DelombokApp,147.0,141.0,15.0,7.0,0.8235294117647058,0.3888888888888889
lombok,lombok.delombok,Delombok,973.0,911.0,26.0,12.0,0.9801169590643275,0.10869565217391304
lombok,lombok.delombok,CmdArgs,0.0,0.0,16.0,16.0,0.0,-1.0
lombok,lombok.delombok,InvalidFormatOptionException,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.eclipse.dependencies,UpdateSite,52.0,49.0,8.0,1.0,0.975,0.0
lombok,lombok.eclipse.dependencies,DownloadEclipseDependencies,21.0,0.0,7.0,2.0,0.0,0.2857142857142857
lombok,lombok.eclipse.dependencies.model,Child,0.0,0.0,1.0,1.0,0.0,-1.0
lombok,lombok.eclipse.dependencies.model,Unit,0.0,0.0,2.0,2.0,1.0,0.0
lombok,lombok.eclipse.dependencies.model,Required,0.0,0.0,3.0,3.0,0.0,0.0
lombok,lombok.eclipse.dependencies.model,VersionRangeAdapter,1.0,0.0,2.0,2.0,0.0,1.0
lombok,lombok.eclipse.dependencies.model,VersionAdapter,1.0,0.0,2.0,2.0,0.0,1.0
lombok,lombok.eclipse.dependencies.model,VersionRange,0.0,0.0,1.0,1.0,0.3571428571428572,0.0
lombok,lombok.eclipse.dependencies.model,Repository,0.0,0.0,2.0,2.0,0.0,-1.0
lombok,lombok.eclipse.dependencies.model,Provided,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.eclipse.dependencies.model,Version,0.0,0.0,1.0,1.0,-0.0,0.0
lombok,lombok.website,CompileChangelog,55.0,0.0,11.0,1.0,0.0,0.0
lombok,lombok.website,FetchCurrentVersion,3.0,0.0,3.0,2.0,1.0,0.6666666666666666
lombok,lombok.website,RunSite,22.0,16.0,5.0,2.0,0.7857142857142857,0.25
lombok,lombok.website,Opener,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.website,WebsiteMaker,435.0,374.0,16.0,6.0,0.8655913978494624,0.1875
lombok,lombok.website,VersionFinder,3.0,0.0,3.0,1.0,0.0,0.0
lombok,lombok.website,HtmlMaker,3.0,0.0,2.0,1.0,0.3333333333333333,0.0
lombok,lombok.website,Domain,0.0,0.0,1.0,1.0,0.5,0.0
lombok,lombok.publish,PublishToBucket,12.0,9.0,4.0,2.0,0.8400000000000001,0.3333333333333333
lombok,lombok.publish,AppException,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.eclipseCreate,CreateEclipseDebugTarget,40.0,14.0,4.0,3.0,0.5909090909090909,0.25
lombok,lombok.eclipseCreate,InvalidCommandLineException,1.0,0.0,2.0,2.0,0.0,1.0
lombok,lombok.eclipse.agent,PatchDelegate,1558.0,1463.0,37.0,30.0,0.9657477025898079,0.5
lombok,lombok.eclipse.agent,ClassScopeEntry,0.0,0.0,2.0,2.0,0.0,0.0
lombok,lombok.eclipse.agent,CantMakeDelegates,0.0,0.0,1.0,1.0,0.0,-1.0
lombok,lombok.eclipse.agent,TypeVarFinder,0.0,0.0,1.0,1.0,-0.0,0.0
lombok,lombok.eclipse.agent,EclipseTypeBindingScanner,36.0,0.0,9.0,1.0,0.0,0.0
lombok,lombok.eclipse.agent,EclipseOnlyMethods,90.0,89.0,13.0,10.0,0.9230769230769231,0.7142857142857143
lombok,lombok.eclipse.agent,DelegateSourceMethod,14.0,13.0,5.0,5.0,0.8,0.8333333333333334
lombok,lombok.eclipse.agent,DelegateSourceMethodInfo,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.eclipse.agent,Reflection,0.0,0.0,0.0,0.0,0.0,-1.0
lombok,lombok.eclipse.agent,DelegateRecursion,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.eclipse.agent,BindingTuple,0.0,0.0,1.0,1.0,0.25,0.0
lombok,lombok.eclipse.agent,PatchDiagnostics,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.eclipse.agent,PatchJavadoc,3.0,0.0,3.0,3.0,0.875,0.6666666666666666
lombok,lombok.eclipse.agent,Signature,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.eclipse.agent,Reflection,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.eclipse.agent,PatchExtensionMethodCompletionProposalPortal,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.eclipse.agent,ReflectionForUi,0.0,0.0,0.0,0.0,0.0,-1.0
lombok,lombok.eclipse.agent,EclipseLoaderPatcher,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.eclipse.agent,PatchExtensionMethodCompletionProposal,78.0,0.0,13.0,5.0,0.8796296296296297,0.3076923076923077
lombok,lombok.eclipse.agent,Reflection,6.0,0.0,4.0,4.0,1.0,1.0
lombok,lombok.eclipse.agent,ExtensionMethodCompletionProposal,4.0,2.0,2.0,2.0,0.6666666666666666,0.5
lombok,lombok.eclipse.agent,EclipsePatcher,1128.0,0.0,48.0,9.0,0.0,0.1875
lombok,lombok.eclipse.agent,PatchFixesShadowLoaded,6.0,0.0,4.0,4.0,0.0,1.0
lombok,lombok.eclipse.agent,PatchValEclipsePortal,6.0,0.0,4.0,4.0,1.0666666666666667,0.0
lombok,lombok.eclipse.agent,Reflection,0.0,0.0,0.0,0.0,0.0,-1.0
lombok,lombok.eclipse.agent,EclipseLoaderPatcherTransplants,1.0,0.0,2.0,2.0,0.0,1.0
lombok,lombok.eclipse.agent,PatchValEclipse,45.0,0.0,10.0,1.0,0.9722222222222222,0.0
lombok,lombok.eclipse.agent,Reflection,0.0,0.0,0.0,0.0,0.0,-1.0
lombok,lombok.eclipse.agent,MavenEcjBootstrapApp,30.0,24.0,6.0,3.0,0.875,0.3333333333333333
lombok,lombok.eclipse.agent,CmdArgs,0.0,0.0,3.0,3.0,0.0,-1.0
lombok,lombok.eclipse.agent,PatchDelegatePortal,1.0,0.0,2.0,2.0,1.4285714285714286,1.0
lombok,lombok.eclipse.agent,Reflection,0.0,0.0,0.0,0.0,0.0,-1.0
lombok,lombok.eclipse.agent,PatchExtensionMethod,218.0,136.0,15.0,12.0,0.9340277777777778,0.24
lombok,lombok.eclipse.agent,Extension,0.0,0.0,2.0,2.0,0.0,-1.0
lombok,lombok.eclipse.agent,PostponedNoMethodError,0.0,0.0,1.0,1.0,-0.0,0.0
lombok,lombok.eclipse.agent,PostponedInvalidMethodError,3.0,0.0,2.0,2.0,0.6190476190476191,0.0
lombok,lombok.eclipse.agent,PostponedNonStaticAccessToStaticMethodError,0.0,0.0,1.0,1.0,-0.0,0.0
lombok,lombok.eclipse.agent,PostponedError,0.0,0.0,1.0,1.0,0.0,-1.0
lombok,lombok.eclipse.agent,Reflection,3.0,0.0,3.0,3.0,1.25,1.0
lombok,lombok.eclipse.agent,PatchVal,105.0,0.0,15.0,1.0,1.0,0.0
lombok,lombok.eclipse.agent,Reflection,0.0,0.0,0.0,0.0,0.0,-1.0
lombok,lombok.mapstruct,NotifierHider,1.0,0.0,2.0,2.0,1.0,1.0
lombok,lombok.mapstruct,AstModificationNotifier,1.0,0.0,2.0,1.0,1.0,0.0
lombok,lombok.installer.eclipse,EclipseProductLocation,32.0,9.0,3.0,1.0,0.775,0.0
lombok,lombok.installer.eclipse,EclipseProductLocationProvider,220.0,164.0,13.0,6.0,0.8260869565217391,0.25
lombok,lombok.installer.eclipse,UnixFinder,1.0,0.0,2.0,2.0,0.0,1.0
lombok,lombok.installer.eclipse,WindowsFinder,1.0,0.0,2.0,2.0,0.0,1.0
lombok,lombok.installer.eclipse,MacFinder,1.0,0.0,2.0,2.0,0.0,1.0
lombok,lombok.installer.eclipse,DirectoryFinder,14.0,13.0,5.0,1.0,0.8,0.0
lombok,lombok.installer.eclipse,EclipseLocationProvider,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.installer.eclipse,EclipseProductDescriptor,66.0,0.0,12.0,12.0,0.0,-1.0
lombok,lombok.installer.eclipse,MyEclipseLocationProvider,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.installer.eclipse,RhdsLocationProvider,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.installer.eclipse,JbdsLocationProvider,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.installer.eclipse,StandardProductDescriptor,176.0,162.0,7.0,2.0,0.9597523219814241,0.1
lombok,lombok.installer.eclipse,STS4LocationProvider,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.installer.eclipse,AngularIDELocationProvider,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.installer.eclipse,STSLocationProvider,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.installer.eclipse,RhcrLocationProvider,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.installer,IdeLocationProvider,3.0,0.0,3.0,3.0,0.0,-1.0
lombok,lombok.installer,AppleNativeLook,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.installer,IdeLocation,28.0,0.0,9.0,8.0,1.1428571428571428,0.875
lombok,lombok.installer,OsUtils,20.0,19.0,6.0,4.0,0.9166666666666666,0.5714285714285714
lombok,lombok.installer,Installer,171.0,171.0,19.0,11.0,0.9722222222222222,0.5263157894736842
lombok,lombok.installer,GraphicalInstallerApp,6.0,0.0,4.0,4.0,0.0,1.0
lombok,lombok.installer,CommandLineInstallerApp,3.0,0.0,3.0,3.0,0.0,1.0
lombok,lombok.installer,CommandLineUninstallerApp,3.0,0.0,3.0,3.0,0.0,1.0
lombok,lombok.installer,CmdArgs,0.0,0.0,2.0,2.0,0.0,-1.0
lombok,lombok.installer,InstallerGUI,875.0,372.0,18.0,13.0,0.9489182692307693,0.22641509433962265
lombok,lombok.installer,IdesList,44.0,43.0,9.0,7.0,1.0,0.7
lombok,lombok.installer,JHyperLink,0.0,0.0,1.0,1.0,0.0,0.0
lombok,lombok.installer,UninstallException,2.0,1.0,2.0,2.0,0.5,0.6666666666666666
lombok,lombok.installer,WindowsDriveInfo,10.0,0.0,5.0,1.0,0.0,0.0
lombok,lombok.installer,InstallException,2.0,1.0,2.0,2.0,0.5,0.6666666666666666
lombok,lombok.installer,CorruptedIdeLocationException,0.0,0.0,1.0,1.0,-0.0,0.0
lombok,lombok.spi,SpiProcessor,85.0,79.0,11.0,4.0,0.8461538461538461,0.2857142857142857
lombok,lombok.spi,SpiProcessorCollector,13.0,0.0,1.0,1.0,0.6857142857142857,0.0
lombok,lombok.spi,SpiProcessorService,23.0,10.0,3.0,1.0,0.625,0.0
lombok,lombok.spi,SpiProcessorPersistence,10.0,5.0,3.0,1.0,0.7,0.0
